site_id,label,probability,tool
0,0,0.0,Uncalled4
1,0,0.1709695202578304,Uncalled4
2,0,0.2446282190675296,Uncalled4
3,0,0.3344247861357824,Uncalled4
4,0,0.2302256498819043,Uncalled4
5,0,0.3220100871036125,Uncalled4
6,0,0.0611577040241533,Uncalled4
7,0,0.1966423567117875,Uncalled4
8,0,0.0,Uncalled4
9,1,0.8085297638939728,Uncalled4
10,0,0.0824994625473754,Uncalled4
11,1,1.0,Uncalled4
12,0,0.2028480515098133,Uncalled4
13,0,0.4915328218979528,Uncalled4
14,0,0.2169152786245004,Uncalled4
15,0,0.1939372237597819,Uncalled4
16,1,0.945084395112601,Uncalled4
17,1,0.7063906250284122,Uncalled4
18,0,0.0994770399934864,Uncalled4
19,0,0.1150521781218556,Uncalled4
20,1,0.7720125641128518,Uncalled4
21,0,0.1534512568912389,Uncalled4
22,0,0.20748470064118,Uncalled4
23,0,0.138917357836641,Uncalled4
24,0,0.2849987064535074,Uncalled4
25,1,0.6965714862905301,Uncalled4
26,0,0.1107511396106461,Uncalled4
27,1,0.5861194008995291,Uncalled4
28,1,0.8117387254305984,Uncalled4
29,1,0.6530849875507062,Uncalled4
30,0,0.4018400985566719,Uncalled4
31,1,0.8684954639840657,Uncalled4
32,0,0.2122611150531462,Uncalled4
33,1,0.9171620733679632,Uncalled4
34,1,0.868255875550054,Uncalled4
35,0,0.4098254722844706,Uncalled4
36,0,0.0404874547141194,Uncalled4
37,0,0.0889223296358436,Uncalled4
38,0,0.0821439463262608,Uncalled4
39,0,0.2334645804343399,Uncalled4
40,0,0.2044175392047008,Uncalled4
41,0,0.0715816726011561,Uncalled4
42,0,0.1672649568042782,Uncalled4
43,0,0.1077345753083553,Uncalled4
44,0,0.4340369814168483,Uncalled4
45,0,0.2530742060570283,Uncalled4
46,0,0.0384145083294347,Uncalled4
47,0,0.1332341508248117,Uncalled4
48,0,0.1559170633419012,Uncalled4
49,1,0.8486703852462044,Uncalled4
50,0,0.2311643417885727,Uncalled4
51,0,0.0043971304553192,Uncalled4
52,0,0.2705974927061157,Uncalled4
53,0,0.0,Uncalled4
54,0,0.0,Uncalled4
55,0,0.0534920138235941,Uncalled4
56,1,0.8680527325207047,Uncalled4
57,0,0.0468994804968686,Uncalled4
58,0,0.2822402133392699,Uncalled4
59,1,0.8349794907568899,Uncalled4
60,0,0.3682815057946766,Uncalled4
61,1,0.5384426237686806,Uncalled4
62,0,0.0832495084013651,Uncalled4
63,0,0.0644835094699357,Uncalled4
64,0,0.0124542704500927,Uncalled4
65,0,0.3540866267614,Uncalled4
66,0,0.3829627511723603,Uncalled4
67,0,0.3358636286825527,Uncalled4
68,0,0.2574816447156009,Uncalled4
69,0,0.1194483037076822,Uncalled4
70,0,0.1484841151465762,Uncalled4
71,1,0.6587327020890181,Uncalled4
72,0,0.3814604124605267,Uncalled4
73,0,0.3148365891648377,Uncalled4
74,0,0.0,Uncalled4
75,0,0.4030852424880327,Uncalled4
76,0,0.2359777602369219,Uncalled4
77,0,0.1823803143770506,Uncalled4
78,0,0.0,Uncalled4
79,0,0.2666152748937653,Uncalled4
80,0,0.1240322956730328,Uncalled4
81,0,0.4193510205321143,Uncalled4
82,1,1.0,Uncalled4
83,0,0.3184704314288843,Uncalled4
84,0,0.3038852248886163,Uncalled4
85,0,0.3034527106812738,Uncalled4
86,0,0.231529432280324,Uncalled4
87,0,0.2688519556459401,Uncalled4
88,0,0.1633754072250395,Uncalled4
89,1,0.8457856167557217,Uncalled4
90,0,0.0063434996980091,Uncalled4
91,0,0.2679137966180276,Uncalled4
92,0,0.1367518105331581,Uncalled4
93,0,0.0,Uncalled4
94,0,0.1485476190064079,Uncalled4
95,0,0.6202445180661216,Uncalled4
96,0,0.1507082123822732,Uncalled4
97,0,0.0,Uncalled4
98,1,0.7104395075025692,Uncalled4
99,0,0.1089550149095028,Uncalled4
100,0,0.2109809856632106,Uncalled4
101,0,0.2241612609687161,Uncalled4
102,0,0.0590152508636025,Uncalled4
103,1,0.9471533288713792,Uncalled4
104,0,0.1391589285178235,Uncalled4
105,0,0.3079727617577233,Uncalled4
106,0,0.1024120325457602,Uncalled4
107,0,0.3470949503971064,Uncalled4
108,0,0.3066828384068008,Uncalled4
109,0,0.1450327281294087,Uncalled4
110,1,0.7911451563822595,Uncalled4
111,0,0.1234717955274606,Uncalled4
112,0,0.2466178887366409,Uncalled4
113,0,0.2336309004004936,Uncalled4
114,1,0.8177667455292659,Uncalled4
115,0,0.0,Uncalled4
116,1,0.8702461688870082,Uncalled4
117,0,0.230094738094684,Uncalled4
118,0,0.4827967684509955,Uncalled4
119,0,0.2169965807245863,Uncalled4
120,0,0.041548270075829,Uncalled4
121,0,0.2118608324960138,Uncalled4
122,0,0.0624048125855723,Uncalled4
123,0,0.4859878347860948,Uncalled4
124,0,0.5392585825000789,Uncalled4
125,0,0.0,Uncalled4
126,0,0.130614863382781,Uncalled4
127,0,0.0,Uncalled4
128,0,0.1290897651606878,Uncalled4
129,0,0.1684350606965307,Uncalled4
130,0,0.1654050473322138,Uncalled4
131,1,1.0,Uncalled4
132,0,0.0,Uncalled4
133,1,0.8014498237974038,Uncalled4
134,0,0.0847243301790676,Uncalled4
135,0,0.3430687215449772,Uncalled4
136,0,0.2163396178071439,Uncalled4
137,0,0.0,Uncalled4
138,0,0.1345480117705132,Uncalled4
139,0,0.3146430793341492,Uncalled4
140,0,0.2260112752436432,Uncalled4
141,0,0.2249459514212353,Uncalled4
142,0,0.4080118945546586,Uncalled4
143,1,0.9818731837029856,Uncalled4
144,0,0.0,Uncalled4
145,0,0.1810742644474822,Uncalled4
146,0,0.389811716297052,Uncalled4
147,1,0.6223529391994831,Uncalled4
148,0,0.1902702604136562,Uncalled4
149,0,0.2600126329424157,Uncalled4
150,0,0.2683103502252151,Uncalled4
151,1,0.7607910755412641,Uncalled4
152,0,0.2051232817571135,Uncalled4
153,1,0.6792548023956868,Uncalled4
154,1,0.7433421812635438,Uncalled4
155,1,0.7005998420757307,Uncalled4
156,0,0.2415045872750151,Uncalled4
157,0,0.3977736422699088,Uncalled4
158,0,0.1751893776646506,Uncalled4
159,0,0.2345930772902463,Uncalled4
160,0,0.0709824237286921,Uncalled4
161,0,0.1828534640714756,Uncalled4
162,0,0.2609394633027269,Uncalled4
163,0,0.0309360182791446,Uncalled4
164,0,0.4231119915595053,Uncalled4
165,0,0.2685963865203075,Uncalled4
166,0,0.1263382266975594,Uncalled4
167,0,0.1946654132893029,Uncalled4
168,0,0.0,Uncalled4
169,1,0.7700782582039841,Uncalled4
170,1,0.5920840341477249,Uncalled4
171,1,0.8135560305152143,Uncalled4
172,0,0.0,Uncalled4
173,0,0.0584679538735281,Uncalled4
174,0,0.5135483702120816,Uncalled4
175,0,0.3864630340558452,Uncalled4
176,0,0.0780710604542086,Uncalled4
177,0,0.0,Uncalled4
178,0,0.0975718436400745,Uncalled4
179,0,0.0,Uncalled4
180,0,0.0892599356961788,Uncalled4
181,0,0.3677343027237681,Uncalled4
182,0,0.031478524215562,Uncalled4
183,0,0.1861839873814394,Uncalled4
184,1,0.7078743702156409,Uncalled4
185,1,0.6044102779355698,Uncalled4
186,1,0.8057892054784479,Uncalled4
187,0,0.0342865479023629,Uncalled4
188,0,0.0,Uncalled4
189,0,0.2290716918093178,Uncalled4
190,0,0.4615868669721469,Uncalled4
191,0,0.0,Uncalled4
192,0,0.1503302049906272,Uncalled4
193,0,0.0668381322930702,Uncalled4
194,1,0.6502107142539166,Uncalled4
195,0,0.2647896565924652,Uncalled4
196,0,0.2984670950371151,Uncalled4
197,0,0.3573670367185203,Uncalled4
198,1,0.7634785868258663,Uncalled4
199,0,0.2105596370374185,Uncalled4
200,1,0.5416638378484372,Uncalled4
201,1,0.6666557761265949,Uncalled4
202,1,0.7003993637202451,Uncalled4
203,0,0.1781978887630228,Uncalled4
204,0,0.3220451263636279,Uncalled4
205,0,0.237817218313668,Uncalled4
206,1,0.6756169051945434,Uncalled4
207,1,0.7383944138659407,Uncalled4
208,1,0.7283199975918005,Uncalled4
209,0,0.2401988186442279,Uncalled4
210,0,0.5714360345899918,Uncalled4
211,0,0.0186068568130146,Uncalled4
212,0,0.5080611698566637,Uncalled4
213,0,0.2262347921067506,Uncalled4
214,0,0.114476553852992,Uncalled4
215,0,0.3266585237977209,Uncalled4
216,0,0.3725464544446644,Uncalled4
217,0,0.3421146149566174,Uncalled4
218,0,0.2292253608119739,Uncalled4
219,0,0.3281196320329909,Uncalled4
220,0,0.3464950364899338,Uncalled4
221,0,0.1308977393468594,Uncalled4
222,0,0.1289408994759115,Uncalled4
223,0,0.1541849193213182,Uncalled4
224,0,0.3259890599585991,Uncalled4
225,0,0.180163618995024,Uncalled4
226,0,0.0701942915208185,Uncalled4
227,0,0.3031386488464889,Uncalled4
228,0,0.258583218010654,Uncalled4
229,0,0.0477186509211965,Uncalled4
230,0,0.2850851999541759,Uncalled4
231,0,0.337354497292386,Uncalled4
232,0,0.2675571627624639,Uncalled4
233,0,0.0881617734212917,Uncalled4
234,0,0.2765656575779726,Uncalled4
235,0,0.0,Uncalled4
236,0,0.3546424273750089,Uncalled4
237,0,0.2740628260553516,Uncalled4
238,0,0.1415380374635163,Uncalled4
239,0,0.0,Uncalled4
240,0,0.0,Uncalled4
241,0,0.2623170111354346,Uncalled4
242,0,0.063378774845781,Uncalled4
243,1,0.7960769534886984,Uncalled4
244,0,0.0693304152862492,Uncalled4
245,0,0.232319303368203,Uncalled4
246,0,0.1290383991566717,Uncalled4
247,1,0.8955495359531886,Uncalled4
248,0,0.3636465745640129,Uncalled4
249,1,0.8243025403552299,Uncalled4
250,0,0.0019322219901524,Uncalled4
251,1,0.7454269405376532,Uncalled4
252,0,0.2603137828107284,Uncalled4
253,0,0.0651295344027935,Uncalled4
254,0,0.1154273399643239,Uncalled4
255,1,0.9148371108472804,Uncalled4
256,0,0.1803994883785135,Uncalled4
257,1,0.5250584481699399,Uncalled4
258,0,0.0930356177780942,Uncalled4
259,0,0.3728261759437749,Uncalled4
260,0,0.2023875745400536,Uncalled4
261,0,0.1665124607624043,Uncalled4
262,0,0.1814500426712166,Uncalled4
263,0,0.2532703684030298,Uncalled4
264,0,0.1937558442455877,Uncalled4
265,0,0.0254024051508253,Uncalled4
266,0,0.0,Uncalled4
267,0,0.4835078815378952,Uncalled4
268,0,0.2870298078234739,Uncalled4
269,0,0.0744121850923096,Uncalled4
270,0,0.5781901754003042,Uncalled4
271,1,0.9101487310714784,Uncalled4
272,0,0.1628576042144133,Uncalled4
273,0,0.3175577950626696,Uncalled4
274,0,0.2743421776215532,Uncalled4
275,1,0.7345044981891719,Uncalled4
276,0,0.143564194929375,Uncalled4
277,0,0.0329415425880949,Uncalled4
278,0,0.2056985531158389,Uncalled4
279,0,0.5829724506817381,Uncalled4
280,0,0.0,Uncalled4
281,0,0.3328396933735991,Uncalled4
282,1,0.7898396275121999,Uncalled4
283,0,0.2594316155785203,Uncalled4
